time_period,geographic_level,country_code,country_name,region_code,region_name,new_la_code,la_name,old_la_code,education_phase,num_schools,enrolments,present_sessions,overall_attendance,approved_educational_activity,overall_absence,authorised_absence,unauthorised_absence,late_sessions,possible_sessions,reason_present_am,reason_present_pm,reason_present,reason_l_present_late_before_registers_closed,reason_i_authorised_illness,reason_m_authorised_medical_dental,reason_r_authorised_religious_observance,reason_s_authorised_study_leave,reason_t_authorised_mobile_child,reason_h_authorised_holiday,reason_e_authorised_excluded,reason_c_authorised_other,reason_c1_authorised_regulated_performance,reason_j1_authorised_interview,reason_c2_authorised_temp_reduced_timetable,reason_b_aea_education_off_site,reason_j_aea_interview,reason_p_aea_approved_sporting_activity,reason_v_aea_educational_visit_trip,reason_w_aea_work_experience,reason_k_aea_education_arranged_by_la,reason_g_unauthorised_holiday,reason_u_unauthorised_late_after_registers_closed,reason_o_other_unauthorised,reason_n_no_reason_yet,total_num_schools,total_enrolments,attendance_perc,overall_absence_perc,authorised_absence_perc,unauthorised_absence_perc,illness_perc,appointments_perc,unauth_hol_perc,unauth_oth_perc,unauth_late_registers_closed_perc,unauth_not_yet_perc,auth_religious_perc,auth_study_perc,auth_mob_perc,auth_excluded_perc,auth_performance_perc,auth_interview_perc,auth_part_time_perc,auth_other_perc,pa_perc,time_identifier
202425,Local authority,E92000001,England,E12000002,North West,E08000005,Rochdale,354,Secondary,12.86170213,13879.46809,4584562,4653205,68643,470784,223876,246908,202702,5123989,2154610,2258544,4413154,171408,137360,16972,12218,2174,7,0,22194,23128,204,465,8772,21460,3,2013,28715,15668,784,28771,31294,184693,2150,14,14528,90.81215826,9.187841738,4.369174095,4.818667644,2.680723944,0.331226316,0.561496131,3.604476903,0.610735113,0.041959497,0.238447038,0.042427882,0.000136612,0.433139103,0.003981273,0.009074961,0.171194747,0.451367089,27.47581012,Academic year
202425,Local authority,E92000001,England,E12000002,North West,E08000011,Knowsley,340,Secondary,5.946808511,5775.521277,1819955,1848053,28098,232706,70918,161788,123073,2080759,801139,902562,1703701,116254,42879,4830,171,284,184,0,7456,10740,63,145,4166,9101,1,1023,11342,5754,877,14812,6819,139933,224,6,6027,88.81629252,11.18370748,3.408275538,7.775431946,2.060738413,0.232126834,0.711855626,6.725094064,0.327716953,0.010765302,0.008218155,0.013648866,0.008842927,0.358330782,0.003027741,0.006968611,0.200215402,0.516157806,32.73253943,Academic year
202425,Local authority,E92000001,England,E12000009,South West,E10000008,Devon,878,Secondary,40.64766839,34978.85492,11538432,11803828,265396,1337894,887650,450244,347196,13141722,5566655,5669727,11236382,302050,611501,53895,1669,7871,483,3,52947,66993,465,2063,89751,32553,0,33607,132055,56657,10524,27293,45146,369417,8388,42,39642,89.81949245,10.18050755,6.754442074,3.426065473,4.653126889,0.410106073,0.207682068,2.811024309,0.343531845,0.063827252,0.01270001,0.059893216,0.003675317,0.402892406,0.003538349,0.015698095,0.682947029,0.509773377,27.77042841,Academic year
202425,Local authority,E92000001,England,E12000007,London,E09000006,Bromley,305,Secondary,18.81420765,18114.80328,5889870,6010052,120182,490219,313283,176936,200200,6500271,2804526,2902625,5707151,182719,220032,26479,2356,11784,470,0,13197,27815,965,1265,8920,14436,0,19960,60967,15447,9372,12186,17481,146013,1256,19,24532,92.45848365,7.541516346,4.819537524,2.721978822,3.384966565,0.407352247,0.187469107,2.246260194,0.268927249,0.019322271,0.036244643,0.18128475,0.007230468,0.203022305,0.014845535,0.019460727,0.137225048,0.427905237,20.99658634,Academic year
202425,Local authority,E92000001,England,E12000004,East Midlands,E06000016,Leicester,856,Secondary,21.63043478,22518.38043,7272892,7396370,123478,662805,370125,292680,241946,8059175,3462413,3597799,7060212,212680,246280,22641,20834,919,7,0,18928,35940,76,3537,20963,35948,0,4749,51856,30738,187,37753,29266,222175,3486,23,24102,91.77577109,8.224228907,4.592591673,3.631637233,3.05589592,0.280934463,0.468447453,2.756795826,0.363138907,0.043255048,0.258512813,0.011403152,8.68575257392971e-05,0.23486275,0.000943025,0.043887867,0.260113473,0.445951354,23.56672359,Academic year
202425,Local authority,E92000001,England,E12000002,North West,E08000009,Trafford,358,Secondary,18.80319149,16578.7234,5598644,5706916,108272,399323,306334,92989,125490,6106239,2714837,2770065,5484902,113742,223223,21631,7641,15111,13,0,7801,20442,275,431,9766,7170,0,12477,68371,19421,833,15809,11748,58710,6722,19,20360,93.46040992,6.539590082,5.016737799,1.522852283,3.655654487,0.354244241,0.258899136,0.961475632,0.192393387,0.110084129,0.125134309,0.247468204,0.000212897,0.12775458,0.004503591,0.007058355,0.159934781,0.334772353,16.35382713,Academic year
202425,Local authority,E92000001,England,E12000008,South East,E10000011,East Sussex,845,Secondary,25.7287234,26300.67021,8468557,8661515,192958,922325,576370,345955,294325,9583840,4055153,4139104,8194257,274300,399604,31690,1619,1947,604,0,34042,51133,638,2904,52189,33511,0,18162,90071,40018,11196,34752,20025,289242,1936,25,26472,90.37624793,9.623752066,6.013977696,3.60977437,4.169560427,0.330660779,0.362610394,3.01801783,0.208945475,0.020200671,0.01689302,0.020315448,0.006302275,0.35520209,0.006657039,0.030301007,0.544552079,0.533533531,26.74604833,Academic year
202425,Local authority,E92000001,England,E12000007,London,E09000004,Bexley,303,Secondary,15.62234043,15121.8883,5057034,5169504,112470,400376,272859,127517,158031,5569880,2422270,2483136,4905406,151628,190177,21124,2423,12297,96,6,13832,22672,94,1208,8930,38141,52,10902,44515,16093,2767,11267,6403,106689,3158,16,19991,92.81176614,7.188233858,4.898830855,2.289403003,3.414382357,0.379254131,0.20228443,1.91546317,0.114957593,0.05669781,0.043501835,0.220776749,0.001723556,0.248335691,0.001687649,0.021688079,0.160326614,0.407046471,20.85682074,Academic year
202425,Local authority,E92000001,England,E12000001,North East,E06000001,Hartlepool,805,Secondary,4.952380952,5392.798942,1786480,1813681,27201,196319,83004,113315,54825,2010000,858500,882104,1740604,45876,46390,7025,612,1607,0,0,15534,8474,246,60,3056,6465,0,5173,12279,2516,768,11799,8949,92500,67,5,5774,90.23288557,9.767114428,4.129552239,5.637562189,2.307960199,0.349502488,0.587014925,4.60199005,0.445223881,0.003333333,0.030447761,0.079950249,0,0.772835821,0.012238806,0.002985075,0.152039801,0.42159204,26.60023645,Academic year
202425,Local authority,E92000001,England,E12000009,South West,E06000059,Dorset,838,Secondary,28.74468085,20726.06915,6738650,6881862,143212,698889,454419,244470,235575,7580751,3225613,3291183,6516796,221854,333258,36030,507,7165,685,0,20030,32925,177,1005,22637,20272,0,17337,76143,22847,6613,26808,13721,197910,6031,29,25021,90.78074191,9.219258092,5.994379713,3.224878379,4.396107985,0.475282726,0.353632509,2.61069121,0.180997898,0.079556762,0.006687992,0.094515702,0.009036044,0.264221843,0.002334861,0.013257262,0.298611576,0.434323723,25.16662939,Academic year
202425,Local authority,E92000001,England,E12000009,South West,E06000053,Isles of Scilly,420,Secondary,1,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,z,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,Academic year
202425,Local authority,E92000001,England,E12000005,West Midlands,E06000021,Stoke-on-Trent,861,Secondary,14.85185185,14647.66138,4704199,4791952,87753,502289,239072,263217,186186,5294241,2215267,2314067,4529334,174865,144797,10726,8287,2437,1,0,37082,29487,124,272,5859,12223,0,2977,52468,19427,658,23062,11321,221442,7392,16,15660,90.51253995,9.487460053,4.515699229,4.971760825,2.734990719,0.202597502,0.435605406,4.182695877,0.213836129,0.139623413,0.156528575,0.04603115,1.88884487880321e-05,0.700421458,0.002342168,0.005137658,0.110667421,0.556963689,28.59014348,Academic year
202425,Local authority,E92000001,England,E12000008,South East,E06000043,Brighton and Hove,846,Secondary,9.925531915,11518.05851,3163234,3262551,99317,412346,267435,144911,160872,3674897,1477898,1539718,3017616,145618,189756,12276,1869,8542,70,0,7158,30734,194,2758,14078,34683,0,11991,33815,8555,10273,8796,15254,118156,2705,10,12797,88.7793862,11.2206138,7.277346821,3.943266981,5.163573292,0.334050179,0.239353647,3.215219365,0.415086464,0.073607505,0.050858568,0.232441889,0.001904815,0.194780969,0.00527906,0.075049722,0.383085567,0.83632276,31.25057177,Academic year
202425,Local authority,E92000001,England,E12000004,East Midlands,E10000018,Leicestershire,855,Secondary,42.76086957,38782.96739,12517507,12795820,278313,1212557,834109,378448,362418,14008377,6031625,6150812,12182437,335070,602143,59787,6432,4245,1521,0,35863,72504,719,3121,47774,73233,0,18846,136327,39709,10198,35364,27348,308090,7646,45,44590,91.34405792,8.655942084,5.954358596,2.701583488,4.298449421,0.426794624,0.252448945,2.199326874,0.195226042,0.054581626,0.045915383,0.030303296,0.010857789,0.2560111,0.005132643,0.022279526,0.341038794,0.517576019,22.53779645,Academic year
202425,Local authority,E92000001,England,E12000007,London,E09000024,Merton,315,Secondary,8.835106383,8707.962766,2914450,2962117,47667,217382,136241,81141,97244,3179499,1387948,1435403,2823351,91099,100054,11540,3983,3522,30,0,4009,10814,75,486,1728,7734,0,7023,29079,3080,751,5252,6145,69150,594,9,9624,93.1630109,6.836989098,4.284983263,2.552005835,3.146847978,0.362950264,0.165183257,2.174870947,0.193269443,0.018682189,0.125271308,0.110772169,0.000943545,0.126089047,0.002358862,0.015285427,0.054348185,0.340116477,19.45644159,Academic year
202425,Local authority,E92000001,England,E12000001,North East,E06000002,Middlesbrough,806,Secondary,7.941798942,8509.502646,2734862,2784337,49475,327308,143898,183410,140493,3111645,1262310,1349970,2612280,122582,84146,9637,4595,1618,29,0,25844,11330,25,183,6489,13566,1,5525,22600,4890,2893,16651,17911,148332,516,8,9380,89.48119082,10.51880918,4.62449926,5.894309923,2.704228792,0.309707566,0.535118884,4.766996235,0.575611935,0.016582869,0.147671087,0.05199822,0.000931983,0.83055747,0.000803434,0.005881134,0.208539213,0.364116087,30.76185402,Academic year
202425,Local authority,E92000001,England,E12000008,South East,E06000046,Isle of Wight,921,Secondary,6.888297872,6131.930851,1991464,2017894,26430,228179,175839,52340,103894,2246073,936204,957377,1893581,97883,127003,10590,157,79,2,0,7677,10436,2,346,19547,3682,0,3728,18290,576,154,8438,6011,36953,938,7,7362,89.84098024,10.15901976,7.828730411,2.330289354,5.654446672,0.471489573,0.375677905,1.645227025,0.267622646,0.041761777,0.006989978,0.00351725,8.904430087535e-05,0.341796549,8.904430087535e-05,0.015404664,0.870274475,0.464633162,29.94841562,Academic year
202425,Local authority,E92000001,England,E12000007,London,E09000007,Camden,202,Secondary,9.920212766,6997.531915,2261872,2303313,41441,249282,161220,88062,125892,2552595,1042631,1106837,2149468,112404,103449,12420,8811,6501,0,0,7310,17395,161,377,4796,8767,0,1657,21763,8791,463,4898,13488,66764,2912,10,9976,90.23417346,9.765826541,6.315925558,3.449900983,4.052699312,0.486563673,0.191883162,2.615534388,0.528403448,0.114079985,0.345178142,0.254682,0,0.286375238,0.006307307,0.014769284,0.187887228,0.681463374,30.78421189,Academic year
202425,Local authority,E92000001,England,E12000007,London,E09000022,Lambeth,208,Secondary,14.82446809,11608.06915,3758539,3836324,77785,319487,184022,135465,157387,4155811,1756458,1863873,3620331,138208,120711,15923,6765,3358,1,0,9262,22679,93,646,4584,18991,0,7717,39806,9403,1868,10012,19179,98370,7904,19,15584,92.31228273,7.687717271,4.428064703,3.259652568,2.904631611,0.383150244,0.240915672,2.36704701,0.461498369,0.190191517,0.162784111,0.08080252,2.40626919751644e-05,0.222868653,0.00223783,0.015544499,0.11030338,0.545717791,23.61373661,Academic year
202425,Local authority,E92000001,England,E12000007,London,E09000008,Croydon,306,Secondary,23.51595745,17830.42553,5597768,5694584,96816,526847,297134,229713,246308,6221431,2606677,2776107,5382784,214984,201063,22736,8393,5959,7,0,17109,28881,303,1322,11361,20724,0,10142,48941,14976,2033,16418,31324,170762,11209,25,23656,91.53173924,8.468260759,4.775975174,3.692285585,3.231780598,0.36544647,0.263894271,2.744738309,0.503485452,0.180167553,0.134904655,0.095781823,0.000112514,0.275001041,0.004870262,0.021249131,0.182610721,0.464217959,27.22850048,Academic year
202425,Local authority,E92000001,England,E12000008,South East,E06000044,Portsmouth,851,Secondary,10.87234043,10767.10638,3171443,3247792,76349,361781,191623,170158,161438,3609573,1470036,1545666,3015702,155741,123592,9567,1862,2249,2,0,13588,22160,77,687,17839,14099,1,3895,36929,20404,1021,12569,5697,151262,630,11,11482,89.97718013,10.02281987,5.308744275,4.714075598,3.424006108,0.265045201,0.348212933,4.190578775,0.157830303,0.017453588,0.051585049,0.062306539,5.54082158748417e-05,0.376443419,0.002133216,0.019032722,0.494213581,0.613923032,26.46430892,Academic year
202425,Local authority,E92000001,England,E12000007,London,E09000011,Greenwich,203,Secondary,15.70744681,15442.33511,5105028,5224791,119763,435857,238864,196993,190893,5660648,2404432,2520949,4925381,179647,149168,20506,5708,2828,18,0,15238,34502,215,1330,9337,30671,0,9773,50545,23055,5719,10885,11246,172946,1916,17,19057,92.30022782,7.699772182,4.219728907,3.480043274,2.635175337,0.362255346,0.192292473,3.055233252,0.198669834,0.033847715,0.100836512,0.049958945,0.000317985,0.269191796,0.003798152,0.023495543,0.16494578,0.609506191,22.76469906,Academic year
202425,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000019,Sheffield,373,Secondary,29.89839572,30665.51337,9350539,9501513,150974,1025033,447969,577064,435663,10526546,4345144,4616786,8961930,388609,259929,35016,10113,5184,82,0,60927,30117,202,1554,44845,29499,0,11414,69367,36865,3829,60902,47054,459124,9984,32,35616,90.26239946,9.737600539,4.25561243,5.481988109,2.469271497,0.332644725,0.578556347,4.361582612,0.447003224,0.094845926,0.096071399,0.049246923,0.000778983,0.578793842,0.001918958,0.014762677,0.426018183,0.286105243,27.40691043,Academic year
202425,Local authority,E92000001,England,E12000007,London,E09000033,Westminster,213,Secondary,10.79255319,8734.579787,2899248,2944537,45289,256673,153530,103143,110464,3201210,1366988,1433885,2800873,98375,95688,16944,12644,2370,1,0,7797,15931,86,434,1635,5937,0,2706,28780,7057,809,7213,12089,77085,6756,12,12572,91.98200056,8.017999444,4.795999013,3.222000431,2.989119739,0.529299858,0.22532105,2.407995727,0.377638455,0.211045199,0.39497565,0.074034506,3.12381880601398e-05,0.243564152,0.002686484,0.013557374,0.051074437,0.497655574,25.05118755,Academic year
202425,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E06000065,North Yorkshire,815,Secondary,41.75,30732.1117,10106842,10305753,198911,1024040,702064,321976,278759,11329793,4876711,4973431,9850142,256700,479308,54850,2995,15730,252,44,46700,64024,842,1897,35418,33609,1,30490,102334,30545,1932,45144,22059,248313,6460,41,36332,90.96152948,9.038470518,6.196618067,2.84185245,4.230509772,0.484121819,0.398453882,2.191681702,0.194699056,0.057017811,0.026434728,0.138837488,0.002224224,0.412187584,0.007431733,0.016743466,0.312609418,0.565094173,24.60682892,Academic year
202425,Local authority,E92000001,England,E12000007,London,E09000030,Tower Hamlets,211,Secondary,17.97340426,14585.1383,4397249,4485819,88570,316068,194887,121181,162604,4801887,2059458,2175342,4234800,162449,153262,10441,2042,551,32,0,6868,18588,40,368,2695,17278,0,6619,46714,13659,4300,20732,155,98309,1985,19,19502,93.41783761,6.582162387,4.058550316,2.523612072,3.191703595,0.217435354,0.431746936,2.047299322,0.003227898,0.041337916,0.042524949,0.011474656,0.000666405,0.143027106,0.000833006,0.007663654,0.05612377,0.387097822,18.84997242,Academic year
202425,Local authority,E92000001,England,E12000002,North West,E08000006,Salford,355,Secondary,15.72340426,12822.46277,4206174,4271535,65361,451438,206368,245070,210557,4722973,1938732,2080155,4018887,187287,132472,13816,3431,487,399,0,24778,18659,347,698,11281,20446,2,2347,28913,10148,3505,25920,23270,190764,5116,16,13555,90.44165613,9.558343865,4.369451191,5.188892674,2.804843475,0.292527609,0.548806864,4.039066071,0.492698137,0.108321602,0.072644921,0.010311302,0.008448069,0.524627179,0.007347067,0.014778827,0.23885379,0.395068953,27.81902713,Academic year
202425,Local authority,E92000001,England,E12000002,North West,E08000014,Sefton,343,Secondary,17.93085106,15141.55319,4654164,4772604,118440,539334,288764,250570,209449,5311938,2182367,2285285,4467652,186512,197798,27883,1069,2259,83,0,9846,18853,114,781,30078,30713,0,16796,42486,25386,3059,24056,22937,188196,15381,18,16229,89.84675649,10.15324351,5.436132726,4.71711078,3.723650389,0.524912,0.452866732,3.542887737,0.431800974,0.289555337,0.020124482,0.042526852,0.001562518,0.185356079,0.002146109,0.014702732,0.566234019,0.354917546,28.59237537,Academic year
202425,Local authority,E92000001,England,E12000008,South East,E06000060,Buckinghamshire,825,Secondary,36.69148936,32906.63298,10672336,10872057,199721,977813,742093,235720,377548,11849870,5098981,5222822,10321803,350533,517284,49260,12212,53923,369,0,16712,59704,689,2364,29576,18536,0,32438,114919,32114,1714,27403,27015,173785,7517,37,42732,91.74832298,8.251677023,6.262456888,1.989220135,4.365313712,0.415700763,0.231251482,1.466556173,0.227977185,0.063435295,0.103055983,0.455051406,0.003113958,0.141031083,0.00581441,0.019949586,0.249589236,0.503836751,23.91582176,Academic year
202425,Local authority,E92000001,England,E12000007,London,E09000032,Wandsworth,212,Secondary,10.78191489,9126.340426,2553144,2625390,72246,206683,127297,79386,112546,2832073,1197131,1249565,2446696,106448,90162,10713,8673,467,1,0,4083,10367,90,738,2003,22218,0,10046,26019,13890,73,5046,6098,59539,8703,11,12852,92.70205959,7.297940413,4.494834702,2.803105711,3.183604377,0.378274148,0.178173373,2.102311628,0.215319309,0.307301401,0.306242106,0.016489688,3.53098242877214e-05,0.144170013,0.003177884,0.02605865,0.070725578,0.366056948,21.06738293,Academic year
202425,Local authority,E92000001,England,E12000009,South West,E06000054,Wiltshire,865,Secondary,27.69148936,26043.8617,8214853,8377197,162344,826539,561367,265172,237845,9203736,3976888,4022761,7999649,215204,362412,42485,1139,5859,617,0,19625,64882,396,1748,62204,38186,0,14889,69388,32810,7071,20207,22641,209923,12401,29,31581,91.01952729,8.980472712,6.099338356,2.881134357,3.937661836,0.461606026,0.219552147,2.280845518,0.24599793,0.134738763,0.012375409,0.063658932,0.006703799,0.213228628,0.004302601,0.018992287,0.675855978,0.704952858,23.43014413,Academic year
202425,Local authority,E92000001,England,E12000002,North West,E08000001,Bolton,350,Secondary,19.90957447,20718.19681,6835638,6938383,102745,631599,372786,258813,310286,7569982,3198689,3361041,6559730,275908,257159,23927,13735,3919,1372,0,30913,30334,189,573,10665,19198,0,5897,49094,26500,2056,41944,34378,175844,6647,20,22354,91.65653234,8.34346766,4.924529543,3.418938116,3.397088659,0.31607737,0.55408322,2.322911732,0.454135822,0.087807342,0.181440326,0.051770268,0.018124217,0.408362926,0.002496703,0.007569371,0.140885408,0.400714295,23.96023715,Academic year
202425,Local authority,E92000001,England,E12000006,East of England,E10000015,Hertfordshire,919,Secondary,79.96825397,72750.30159,23381368,23905049,523681,2089803,1523274,566529,808854,25994852,11186542,11439995,22626537,754831,1017403,114210,13310,93012,670,0,59777,159820,1646,1926,61500,71025,4,64670,270959,104268,12755,57705,54023,441597,13204,81,94721,91.96070437,8.039295627,5.859906415,2.179389211,3.913863406,0.439356223,0.221986261,1.69878636,0.207821918,0.050794673,0.051202446,0.357809308,0.002577433,0.22995707,0.006332023,0.007409159,0.236585305,0.614814041,22.68274592,Academic year
202425,Local authority,E92000001,England,E12000006,East of England,E10000012,Essex,881,Secondary,80.05851064,81140.53191,26159704,26640472,480768,2587663,1555806,1031857,969311,29228135,12463711,12808424,25272135,887569,1036560,116066,6077,32906,1925,0,82959,152179,1120,2759,123255,88700,0,56796,194929,93073,47270,89383,81742,848990,11742,82,96377,91.14667084,8.853329164,5.322973909,3.530355255,3.546445916,0.397103681,0.305811507,2.904701241,0.279668888,0.04017362,0.020791611,0.112583304,0.00658612,0.283832684,0.003831924,0.009439535,0.421699845,0.520659289,24.1600092,Academic year
202425,Local authority,E92000001,England,E12000002,North West,E06000006,Halton,876,Secondary,7.968085106,7713.851064,2422698,2464610,41912,272670,127241,145429,116287,2737280,1126074,1195233,2321307,101391,95713,8364,249,517,7,2,6166,10604,120,309,5190,6821,0,2284,13777,14435,4595,13294,14896,116835,404,8,7990,90.03865151,9.961348492,4.648446633,5.312901859,3.496646306,0.305558803,0.485664601,4.268288228,0.544189853,0.014759177,0.009096621,0.018887363,0.000255728,0.225260112,0.004383914,0.011288578,0.189604279,0.387391863,29.55593303,Academic year
202425,Local authority,E92000001,England,E12000006,East of England,E06000032,Luton,821,Secondary,12.91489362,15227.48404,5073733,5171266,97533,421077,274430,146647,176659,5592343,2421709,2499142,4920851,152882,181403,20409,26552,1956,15,0,14024,21413,116,643,7874,24788,13,8436,40670,20134,3492,20686,23777,96662,5522,13,16283,92.47047257,7.529527427,4.907245496,2.622281931,3.243774568,0.364945426,0.369898627,1.728470518,0.425170631,0.098742155,0.47479205,0.034976395,0.000268224,0.250771457,0.002074265,0.011497864,0.140799661,0.382898545,22.98509236,Academic year
202425,Local authority,E92000001,England,E12000005,West Midlands,E08000031,Wolverhampton,336,Secondary,19.77777778,18121.92063,6012874,6108498,95624,493471,252004,241467,279580,6601969,2796821,2952267,5749088,263786,171037,17633,6394,4529,65,0,16054,26132,86,897,9177,14578,0,4783,57352,18283,628,29528,15794,187144,9001,20,22032,92.52539659,7.47460341,3.817103655,3.657499755,2.590696806,0.267086986,0.447260507,2.834669475,0.23923166,0.136338114,0.096849894,0.068600746,0.000984555,0.243169879,0.001302642,0.013586856,0.139003985,0.395821307,21.8968064,Academic year
202425,Local authority,E92000001,England,E12000008,South East,E06000037,West Berkshire,869,Secondary,9.914893617,9974.117021,3253748,3311483,57735,309277,218726,90551,115116,3620760,1554936,1592664,3147600,106148,141268,16687,911,3357,0,12,12060,18432,180,534,25285,16348,0,4997,26402,7869,2119,7458,8968,70560,3565,10,12821,91.45822976,8.541770236,6.040886444,2.500883792,3.901611816,0.460870094,0.205978855,1.948762138,0.247682807,0.098459992,0.025160464,0.092715342,0,0.333079243,0.004971332,0.014748285,0.698334051,0.509064395,22.26664187,Academic year
202425,Local authority,E92000001,England,E12000002,North West,E08000003,Manchester,352,Secondary,31.52659574,33941.11702,11103856,11281527,177671,1004699,471070,533629,533479,12286226,5168938,5474450,10643388,460468,300099,31401,34621,4542,366,0,34694,35226,487,925,28709,46305,0,11640,80549,36319,2858,51456,73011,401090,8072,33,37741,91.82255804,8.177441958,3.834131002,4.343310957,2.442564543,0.25557889,0.418810463,3.264550074,0.59425083,0.065699589,0.2817871,0.036968228,0.002978946,0.282381262,0.003963788,0.007528756,0.233668174,0.286711314,22.77791136,Academic year
202425,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000018,Rotherham,372,Secondary,15.86096257,16903.29947,5482682,5592832,110150,574185,271404,302781,198667,6167017,2596241,2702372,5298613,184069,155001,18573,2418,2376,51,0,30198,20988,213,1115,40462,31723,0,5515,39814,32146,952,42074,14598,245377,732,17,19132,90.68942083,9.310579167,4.400895927,4.909683239,2.513386942,0.301166674,0.682242322,3.978860444,0.236710877,0.011869596,0.039208583,0.038527541,0.00082698,0.489669479,0.003453858,0.018080054,0.656103267,0.340326612,26.00760456,Academic year
202425,Local authority,E92000001,England,E12000004,East Midlands,E06000062,West Northamptonshire,941,Secondary,22.86170213,26069.53723,8592862,8707793,114931,783898,485529,298369,277361,9491691,4107215,4226699,8333914,258948,354496,33619,4401,3959,77,0,29865,31006,904,1078,26115,15949,0,10756,54752,29991,3483,29697,18413,248174,2085,23,31216,91.74121871,8.258781286,5.115305587,3.143475699,3.734803419,0.354194,0.312873649,2.614644746,0.193990723,0.021966581,0.04636687,0.041710165,0.000811236,0.314643618,0.00952412,0.011357302,0.275135379,0.326664659,22.4349865,Academic year
202425,Local authority,E92000001,England,E12000009,South West,E10000013,Gloucestershire,916,Secondary,40.61375661,35448.59788,10911246,11125727,214481,1039319,773794,265525,285467,12165046,5282123,5370358,10652481,258765,566079,51040,2960,16621,443,0,29790,75731,319,2158,28653,17191,3,22315,127830,39244,7898,30414,26702,202798,5611,41,43674,91.45651402,8.543485984,6.360797978,2.182688006,4.653323958,0.419562737,0.250011385,1.667054938,0.219497731,0.046123952,0.024332008,0.136629159,0.003641581,0.244881935,0.002622267,0.017739349,0.235535484,0.6225295,23.42724709,Academic year
202425,Local authority,E92000001,England,E12000007,London,E09000023,Lewisham,209,Secondary,13.78191489,12118.59043,4073675,4176031,102356,312031,155351,156680,173646,4488062,1902611,2009335,3911946,161729,112816,12656,3492,571,40,0,9134,12967,286,1014,2375,19218,0,6395,46860,26081,3802,10181,11917,132592,1990,14,14378,93.04753366,6.952466343,3.461427226,3.491039117,2.513690765,0.281992539,0.226846242,2.954326389,0.265526635,0.044339851,0.077806412,0.012722641,0.000891253,0.203517688,0.006372461,0.022593271,0.052918164,0.288922034,20.43779317,Academic year
202425,Local authority,E92000001,England,E12000002,North West,E06000063,Cumberland,942,Secondary,18.94680851,14401.92021,4703326,4802764,99438,461214,293764,167450,161141,5263978,2256188,2298357,4554545,148781,211037,21538,300,1588,94,0,16961,32458,27,601,9160,16372,0,12260,43781,26577,448,21125,12360,132035,1930,19,16936,91.23829925,8.761700752,5.580646424,3.181054328,4.009078305,0.409158245,0.401312467,2.508274161,0.234803413,0.036664287,0.005699112,0.030167299,0.001785722,0.322208793,0.00051292,0.011417221,0.174012885,0.61660592,23.66111756,Academic year
202425,Local authority,E92000001,England,E12000001,North East,E08000024,Sunderland,394,Secondary,17.86243386,15026.95238,4697342,4767875,70533,515880,227790,288090,172665,5283755,2227735,2312739,4540474,156868,150473,17061,1010,1186,820,0,27748,15535,481,480,12996,17742,0,3719,29345,16496,3231,29003,15797,240125,3165,18,16592,90.23648901,9.763510988,4.311138575,5.452372413,2.847842112,0.322895365,0.548908873,4.544589974,0.298972984,0.059900582,0.019115194,0.022446158,0.015519266,0.525156825,0.009103374,0.009084448,0.245961442,0.294014389,28.77061183,Academic year
202425,Local authority,E92000001,England,E12000008,South East,E06000042,Milton Keynes,826,Secondary,14.88297872,19685.40426,6472952,6571791,98839,617115,401380,215735,278234,7188906,3061117,3161269,6222386,250566,286914,24241,6903,11090,58,0,21897,27904,332,713,21328,4173,4,3806,49319,40197,1340,21147,27668,162587,4333,15,24162,91.41573141,8.584268594,5.583325196,3.000943398,3.991066235,0.337200125,0.294161587,2.261637584,0.3848708,0.060273427,0.096022955,0.154265475,0.000806799,0.304594329,0.004618227,0.00991806,0.296679356,0.388153636,24.06339382,Academic year
202425,Local authority,E92000001,England,E12000007,London,E09000005,Brent,304,Secondary,15.59574468,16602.34574,5479402,5561079,81677,424611,257376,167235,191324,5985690,2598796,2706588,5305384,174018,166069,23758,16211,9110,8,0,13913,25191,291,899,1926,21972,10,9064,39208,7023,4400,13809,17306,116458,19662,16,21536,92.90623136,7.093768638,4.299855155,2.793913484,2.774433691,0.396913305,0.23070022,1.945606939,0.289122891,0.328483433,0.270829261,0.152196322,0.000133652,0.232437697,0.004861595,0.015019154,0.032176742,0.420853736,22.29664038,Academic year
202425,Local authority,E92000001,England,E12000001,North East,E06000005,Darlington,841,Secondary,7.894179894,6182.677249,2056206,2090796,34590,200226,114167,86059,57003,2291022,987669,1016794,2004463,51743,77050,8423,593,826,295,42,10706,10317,79,165,5671,8535,0,5606,12582,7729,138,11784,5260,67592,1423,9,6789,91.26040693,8.739593072,4.983234556,3.756358516,3.363127897,0.367652515,0.514355602,2.950299037,0.229591859,0.062112018,0.025883645,0.036053779,0.01287635,0.467302365,0.003448243,0.007202026,0.247531451,0.450323044,26.19643646,Academic year
