time_period,geographic_level,country_code,country_name,region_code,region_name,new_la_code,la_name,old_la_code,education_phase,num_schools,enrolments,present_sessions,overall_attendance,approved_educational_activity,overall_absence,authorised_absence,unauthorised_absence,late_sessions,possible_sessions,reason_present_am,reason_present_pm,reason_present,reason_l_present_late_before_registers_closed,reason_i_authorised_illness,reason_m_authorised_medical_dental,reason_r_authorised_religious_observance,reason_s_authorised_study_leave,reason_t_authorised_mobile_child,reason_h_authorised_holiday,reason_e_authorised_excluded,reason_c_authorised_other,reason_c1_authorised_regulated_performance,reason_j1_authorised_interview,reason_c2_authorised_temp_reduced_timetable,reason_b_aea_education_off_site,reason_j_aea_interview,reason_p_aea_approved_sporting_activity,reason_v_aea_educational_visit_trip,reason_w_aea_work_experience,reason_k_aea_education_arranged_by_la,reason_g_unauthorised_holiday,reason_u_unauthorised_late_after_registers_closed,reason_o_other_unauthorised,reason_n_no_reason_yet,total_num_schools,total_enrolments,attendance_perc,overall_absence_perc,authorised_absence_perc,unauthorised_absence_perc,illness_perc,appointments_perc,unauth_hol_perc,unauth_oth_perc,unauth_late_registers_closed_perc,unauth_not_yet_perc,auth_religious_perc,auth_study_perc,auth_mob_perc,auth_excluded_perc,auth_performance_perc,auth_interview_perc,auth_part_time_perc,auth_other_perc,pa_perc,time_identifier
202425,Local authority,E92000001,England,E12000002,North West,E08000009,Trafford,358,Primary,62.36170213,19240.75532,6292448,6343426,50978,273498,210655,62843,76799,6616924,3083522,3139020,6222542,69906,165520,17968,5098,144,19,0,709,16949,213,1740,2295,17131,0,4072,29588,4,183,31410,6893,22004,2536,63,21928,95.86668972,4.133310281,3.183578956,0.949731325,2.501464427,0.271546114,0.474691866,0.332541223,0.104172271,0.038325965,0.077044863,0.002176238,0.000287142,0.010714949,0.003219018,0.026296207,0.03468379,0.256146209,9.420631182,Academic year
202425,Local authority,E92000001,England,E12000004,East Midlands,E06000018,Nottingham,892,Primary,73.41489362,21987.75532,7623621,7693579,69958,485285,279292,205993,160612,8178864,3680111,3803925,7484036,139585,204664,17391,16886,4,367,0,3393,26903,31,366,9287,16759,0,2420,50586,4,189,43664,21027,133973,7329,75,27558,94.06659653,5.933403465,3.41480186,2.518601605,2.502352405,0.212633442,0.533863872,1.638039219,0.257089493,0.089609021,0.20645899,4.89065474129415e-05,0.004487176,0.041484979,0.000379026,0.004474949,0.113548776,0.328933211,17.36484808,Academic year
202425,Local authority,E92000001,England,E12000007,London,E09000022,Lambeth,208,Primary,57.90957447,14615.64894,4900246,4960752,60506,296571,192792,103779,127282,5257323,2343614,2445501,4789115,111131,142521,14948,5993,14,44,1,1439,18505,226,5137,3964,4170,3,5632,50135,5,561,19823,16151,64387,3418,60,18198,94.3588971,5.641102896,3.667113472,1.973989424,2.71090439,0.284327214,0.377055015,1.224710751,0.307209582,0.065014077,0.113993376,0.000266295,0.000836928,0.027371345,0.004298766,0.097711326,0.07539959,0.351985221,17.00349786,Academic year
202425,Local authority,E92000001,England,E12000007,London,E09000015,Harrow,310,Primary,39.54787234,18275.63298,6184361,6250194,65833,316770,251122,65648,73590,6566964,3039593,3075523,6115116,69245,189975,14537,14148,6,73,0,707,23216,249,3794,4417,6035,4,4877,54744,0,173,19804,4345,34422,7077,40,21625,95.17630978,4.823690217,3.824019745,0.999670472,2.892889317,0.221365611,0.301570101,0.524169159,0.066164517,0.107766694,0.215442022,9.13664213782807e-05,0.001111625,0.01076601,0.003791706,0.057774034,0.067260914,0.35352714,12.84192193,Academic year
202425,Local authority,E92000001,England,E12000009,South West,E06000052,Cornwall,908,Primary,232.5957447,33405.59574,11517372,11695050,177678,649213,483479,165734,123431,12344263,5685401,5727093,11412494,104878,369600,36734,903,5,690,16,6356,43738,70,784,24583,31317,2,22763,121144,4,2448,72213,18553,66291,8677,235,40877,94.74077148,5.259228518,3.916629126,1.342599392,2.994103415,0.297579531,0.584992397,0.537018694,0.150296539,0.070291762,0.007315139,4.05046457613549e-05,0.005589641,0.051489506,0.000567065,0.006351128,0.199145141,0.354318439,12.42704142,Academic year
202425,Local authority,E92000001,England,E12000007,London,E09000028,Southwark,210,Primary,63.48404255,15643.44149,5438812,5506856,68044,309294,221839,87455,135893,5816150,2602058,2715210,5317268,121544,166676,17058,8370,35,217,0,1375,21746,430,4043,1889,8915,7,2104,56543,2,473,17274,14349,52381,3451,68,20060,94.68215228,5.317847717,3.814189799,1.503657918,2.865744522,0.293286796,0.297000593,0.900612948,0.246709593,0.059334783,0.143909631,0.000601773,0.00373099,0.023641068,0.007393207,0.069513338,0.03247853,0.373889944,15.00465441,Academic year
202425,Local authority,E92000001,England,E12000006,East of England,E10000003,Cambridgeshire,873,Primary,207.2659574,43032.48936,14972186,15150384,178198,803359,640784,162575,159804,15953743,7375373,7462825,14838198,133988,474388,42461,5786,19,6737,12,7275,60899,645,3044,39518,21048,13,10193,138934,7,8003,57180,25816,71763,7816,210,51539,94.96444815,5.035551845,4.016511987,1.019039858,2.973521637,0.266150708,0.358411189,0.449819205,0.161817825,0.048991638,0.036267351,0.000119094,0.042228335,0.045600584,0.004042938,0.019080162,0.247703627,0.381722333,12.31283014,Academic year
202425,Local authority,E92000001,England,E12000002,North West,E08000004,Oldham,353,Primary,85.53191489,21637.73936,7095037,7133441,38404,408698,260754,147944,108602,7542139,3455486,3545827,7001313,93724,202250,20047,16971,42,81,0,1290,15892,154,343,3684,13068,0,1550,21980,1,1805,66747,14878,64035,2284,86,24529,94.58113938,5.418860618,3.457295072,1.961565545,2.681600008,0.265799928,0.884987667,0.849029698,0.197264993,0.030283186,0.225015742,0.000556871,0.001073966,0.017103901,0.002041861,0.004547781,0.04884556,0.210709455,15.05286589,Academic year
202425,Local authority,E92000001,England,E12000005,West Midlands,E08000027,Dudley,332,Primary,76.91534392,22358.32804,7833861,7910287,76426,478777,323343,155434,101439,8389064,3842561,3906175,7748736,85125,252501,19091,9731,5,1517,0,4585,21452,94,1275,13091,12979,0,2856,60375,0,216,56395,16314,79829,2896,78,28173,94.29284364,5.707156365,3.854339411,1.852816953,3.009882867,0.227570084,0.672244246,0.95158411,0.194467464,0.034521134,0.115996254,5.96014048766346e-05,0.018083066,0.054654488,0.001120506,0.015198358,0.156048398,0.255713867,14.82716414,Academic year
202425,Local authority,E92000001,England,E12000009,South West,E10000013,Gloucestershire,916,Primary,241.4074074,40634.67196,14019981,14196389,176408,777133,609877,167256,140853,14973522,6915920,6984199,13900119,119862,463357,39351,4534,11,4887,23,6940,59093,285,649,30747,25025,0,18859,129859,60,2605,80957,20991,59945,5363,244,47617,94.80995186,5.19004814,4.073036391,1.117011749,3.094509094,0.262803901,0.54066772,0.400340014,0.140187459,0.035816557,0.030280117,7.34630102390072e-05,0.032637612,0.046348481,0.00190336,0.004334318,0.205342471,0.394649969,12.13653603,Academic year
202425,Local authority,E92000001,England,E12000008,South East,E06000046,Isle of Wight,921,Primary,36.79787234,7255.526596,2463775,2498377,34602,153175,114040,39135,31440,2651552,1211619,1227652,2439271,24504,89468,7768,207,0,1,0,1053,8042,4,19,7478,4811,0,3737,25902,0,152,14123,6936,16362,1714,35,8052,94.22319457,5.776805433,4.300877373,1.47592806,3.374174823,0.2929605,0.532631455,0.617072567,0.26158265,0.064641387,0.007806749,0,3.77137616007531e-05,0.039712591,0.000150855,0.000716561,0.282023509,0.303294071,15.48177083,Academic year
202425,Local authority,E92000001,England,E12000002,North West,E08000003,Manchester,352,Primary,134.5053191,43260.93617,14281394,14378625,97231,855039,556501,298538,321868,15233664,6870014,7133645,14003659,277735,406561,39137,41169,59,196,0,4479,38925,462,1409,24104,20659,0,1404,74955,6,207,96726,44133,149080,8599,137,52111,94.38717435,5.612825647,3.653100134,1.959725513,2.668832659,0.256911272,0.634949018,0.978622083,0.289707059,0.056447352,0.270250151,0.0003873,0.001286624,0.029401988,0.003032757,0.009249252,0.158228513,0.255519618,16.10747226,Academic year
202425,Local authority,E92000001,England,E12000001,North East,E06000004,Stockton-on-Tees,808,Primary,59.03174603,13997.03175,4916470,4977911,61441,264706,176229,88477,59673,5242617,2417907,2447950,4865857,50613,139210,13429,3555,1,348,0,2738,12626,186,69,4067,6615,0,10483,43460,1,882,39263,9060,38787,1367,60,17853,94.95088045,5.049119552,3.361470044,1.687649508,2.655353233,0.256150697,0.748919862,0.739840427,0.172814455,0.026074764,0.067809645,1.90744431645493e-05,0.006637906,0.052225825,0.003547846,0.001316137,0.07757576,0.240833919,12.52699784,Academic year
202425,Local authority,E92000001,England,E12000005,West Midlands,E10000034,Worcestershire,885,Primary,177.4973545,32869.1164,11527715,11662646,134931,635495,472289,163206,136196,12298141,5672960,5735929,11408889,118826,371414,29940,4830,5,3927,0,3846,38361,329,1795,17842,23382,2,8642,101339,5,1561,73011,17370,67987,4838,181,41169,94.83259299,5.167407009,3.840328388,1.327078621,3.020082466,0.243451429,0.593675093,0.55282339,0.141240859,0.039339279,0.039274229,4.06565512625038e-05,0.031931655,0.031273019,0.002675201,0.014595702,0.145078838,0.311925193,12.53931158,Academic year
202425,Local authority,E92000001,England,E12000002,North West,E08000007,Stockport,356,Primary,85.5978836,21285.84127,7121090,7179117,58027,351597,260316,91281,102102,7530714,3476684,3556805,7033489,87601,208669,20660,4084,52,139,0,1273,19590,213,608,5028,8545,0,2092,47168,2,220,31077,14501,42663,3040,86,24660,95.33115983,4.668840166,3.456724024,1.212116142,2.770905919,0.274343176,0.412670034,0.566519987,0.192558103,0.040368018,0.054231246,0.000690506,0.001845775,0.016904108,0.002828417,0.008073604,0.066766578,0.260134696,11.65138038,Academic year
202425,Local authority,E92000001,England,E12000005,West Midlands,E08000029,Solihull,334,Primary,58.61375661,17192.98413,5689914,5749060,59146,316402,230627,85775,71517,6065462,2792119,2840610,5632729,57185,179850,15151,6569,6,286,0,1689,17377,214,513,8972,10991,0,4224,43857,0,74,30562,14332,39549,1332,59,19828,94.78354658,5.216453421,3.802298984,1.414154437,2.965149233,0.24979136,0.503869285,0.652036069,0.236288678,0.021960405,0.108301725,9.89207417341004e-05,0.004715222,0.027846189,0.003528173,0.008457723,0.147919482,0.286490955,12.75582216,Academic year
202425,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000032,Bradford,380,Primary,154.5159574,44917.15426,14777197,14899543,122346,917057,590716,326341,272282,15816600,7172442,7369189,14541631,235566,434276,37893,44723,31,715,0,7550,47681,338,675,16834,20637,0,4378,95400,0,1931,116490,36716,165813,7322,157,55208,94.20193341,5.798066588,3.734784973,2.063281616,2.745697558,0.239577406,0.736504685,1.048347938,0.232135857,0.046293135,0.282759885,0.000195997,0.004520567,0.047734659,0.002136995,0.004267668,0.106432482,0.301461755,16.91483664,Academic year
202425,Local authority,E92000001,England,E12000007,London,E09000003,Barnet,302,Primary,87.27659574,23173.59574,8136059,8228846,92787,426667,339639,87028,119195,8655513,3979057,4048477,8027534,108525,235821,28482,16535,108,50,20,1012,41697,737,6955,8222,8695,3,11194,71257,7,1631,16540,10670,56391,3427,90,29693,95.07057525,4.929424749,3.923961526,1.005463223,2.724517888,0.329061952,0.191092082,0.651503845,0.123274034,0.039593263,0.191034315,0.00124776,0.000577667,0.01169197,0.008514804,0.080353412,0.094991481,0.481739211,11.72259156,Academic year
202425,Local authority,E92000001,England,E12000002,North West,E06000009,Blackpool,890,Primary,28.43147208,8892.563452,3223655,3247036,23381,199512,108208,91304,57449,3446548,1566058,1610219,3176277,47378,85554,8870,545,2,725,0,2117,7421,67,245,2662,1637,0,3239,18483,4,18,24205,10071,56120,908,30,11439,94.21125137,5.788748626,3.139605193,2.649143433,2.482309836,0.257358957,0.702296907,1.628295907,0.292205418,0.026345201,0.015812924,5.80290772100084e-05,0.02103554,0.061423778,0.001943974,0.007108562,0.077236702,0.215316891,16.3538602,Academic year
202425,Local authority,E92000001,England,E12000008,South East,E10000032,West Sussex,938,Primary,223.3617021,53790.78723,18864059,19102550,238491,1042310,794802,247508,190597,20144860,9306958,9396684,18703642,160417,611928,55413,8504,29,4026,4,7667,71791,1095,2505,31840,44219,0,32233,158865,1,3173,111034,30180,97202,9092,227,63687,94.82592582,5.174074181,3.945433227,1.228640954,3.037638385,0.275072649,0.551177819,0.482515143,0.149814891,0.045133101,0.042214242,0.000143957,0.019985247,0.038059336,0.00543563,0.012434934,0.158055206,0.356373785,11.97974169,Academic year
202425,Local authority,E92000001,England,E12000006,East of England,E06000056,Central Bedfordshire,823,Primary,93.54787234,18138.13298,6200613,6267114,66501,330298,246194,84104,47783,6597412,3074193,3091271,6165464,35149,188118,17028,2269,12,2298,2,2657,21882,223,1220,10485,8002,0,5749,50075,0,2675,31402,12634,38462,1606,96,24198,94.9935217,5.006478298,3.73167539,1.274802908,2.851390818,0.258101207,0.475974518,0.582986177,0.191499333,0.024342879,0.034392274,0.00018189,0.03483184,0.040273368,0.003380113,0.0184921,0.158925955,0.331675512,11.55527129,Academic year
202425,Regional,E92000001,England,E12000001,North East,,,,Primary,853.1058201,169225.619,57868458,58492776,624318,3204416,2137723,1066693,741678,61697192,28366185,28844137,57210322,658136,1704477,158699,33602,30,16081,12,20362,152274,2152,3417,46617,124872,0,61989,430802,24,6631,473836,83542,479838,29477,856,212070,94.80622068,5.193779321,3.464862712,1.728916609,2.76264923,0.257222403,0.768002537,0.777730695,0.135406487,0.047776891,0.05446277,4.86245792190996e-05,0.026064395,0.033003123,0.003488003,0.00553834,0.075557734,0.246808639,13.26484884,Academic year
202425,Regional,E92000001,England,E12000009,South West,,,,Primary,1856.196809,338685.4574,116259031,117750912,1491881,6444518,4850842,1593676,1251619,124195430,57307015,57913767,115220782,1038249,3713432,340383,38382,164,17936,176,47523,435128,2832,13149,241737,262744,15,144973,1055572,105,28472,647721,213370,667895,64690,1882,403753,94.8109862,5.189013799,3.905813604,1.283200195,2.989990856,0.274070471,0.521533683,0.537777437,0.171801813,0.052087263,0.030904519,0.00013205,0.014441755,0.038264693,0.002280277,0.010587346,0.194642428,0.350357497,12.44640242,Academic year
202425,Regional,E92000001,England,E12000006,East of England,,,,Primary,1942.207447,419720.8723,145377700,147098148,1720448,8047917,6036540,2011377,1641279,155146065,71583700,72407091,143990791,1386909,4585969,395991,98885,422,40413,116,69404,554253,5961,16513,268613,283208,59,186011,1217705,61,33404,764273,254370,919648,73086,1983,511380,94.81268378,5.187316224,3.89087535,1.296440873,2.955904167,0.25523754,0.492615137,0.592762698,0.163955173,0.047107866,0.063736712,0.000272002,0.026048356,0.044734618,0.003842186,0.010643518,0.173135555,0.357245928,12.90976523,Academic year
202425,Regional,E92000001,England,E12000005,West Midlands,,,,Primary,1754.244565,421301.8043,140618008,142030300,1412292,8167771,5751288,2416483,2044125,150198071,68733025,70085014,138818039,1799969,4446218,341139,239762,236,17481,96,60383,457312,2616,11901,174138,267238,13,75392,1057801,35,11813,840799,244156,1261507,70021,1779,505110,94.56200007,5.437999933,3.829135728,1.608864204,2.96023642,0.227126086,0.559793474,0.839895607,0.162556016,0.046619107,0.159630545,0.000157126,0.011638631,0.040202247,0.0017417,0.007923537,0.115938906,0.304472619,14.40514338,Academic year
202425,Regional,E92000001,England,E12000004,East Midlands,,,,Primary,1587.739362,314732.4894,109576564,110845643,1269079,5924716,4256967,1667749,1239151,116770359,53908886,54612246,108521132,1055432,3262863,296814,90831,72,20538,65,39276,363059,3281,8477,171691,225287,4,120729,912586,38,10435,639337,183719,795571,49122,1654,389448,94.92618157,5.073818434,3.645588689,1.428229745,2.794256203,0.254186082,0.547516515,0.681312455,0.157333592,0.042067182,0.077786007,6.16594832940438e-05,0.017588368,0.033635248,0.002809788,0.007259548,0.147033033,0.310917088,12.57529463,Academic year
202425,Regional,E92000001,England,E12000002,North West,,,,Primary,2382.196809,521905.3777,176350009,177925974,1575965,9709232,6572480,3136752,2715594,187635206,85990902,87976635,173967537,2382472,5107903,494061,189437,762,26076,50,58563,517792,5280,14409,158147,308781,6,121736,1127557,92,17793,1292789,333122,1415468,95373,2435,623894,94.82547428,5.174525723,3.502796805,1.671728919,2.722251921,0.263309328,0.688990636,0.75437229,0.177537045,0.050828947,0.100960264,0.000406107,0.013897179,0.031211094,0.002813971,0.007679262,0.084284289,0.275956741,13.29426053,Academic year
202425,Regional,E92000001,England,E12000007,London,,,,Primary,1740.308511,550896.5585,185277879,187336006,2058127,10648166,7542004,3106162,3327319,197984172,89907031,92327363,182234394,3043485,5645741,526634,393970,1636,9633,143,30285,709338,8666,108453,107505,256420,166,172307,1608020,78,21136,854644,283834,1816927,150757,1778,673294,94.62170845,5.378291554,3.80939745,1.568894103,2.8516123,0.265998031,0.431672892,0.91771326,0.143361965,0.076145986,0.198990655,0.000826329,0.00486554,0.015296677,0.004377118,0.054778621,0.054299795,0.358280156,15.10136689,Academic year
202425,Regional,E92000001,England,E12000008,South East,,,,Primary,2559.909574,601797.6277,207146378,209608812,2462434,11507363,8625388,2881975,2393097,221116175,101891798,103224938,205116736,2029642,6562090,590675,131919,663,34439,78,72150,766754,9109,48696,408815,367178,17,232403,1832054,53,30729,1099127,363455,1327444,91949,2589,710295,94.79578416,5.204215838,3.900839909,1.303375929,2.96771143,0.267133329,0.497081229,0.600337809,0.164372869,0.041584023,0.059660493,0.000299842,0.01557507,0.032629906,0.004119554,0.022022812,0.184886972,0.346765224,12.87287808,Academic year
202425,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,Primary,1736.675532,377655.8298,128121929,129565122,1443193,7269056,4785148,2483908,1751264,136834178,62750706,63867360,126618066,1503863,3610124,357300,160332,202,18657,110,51244,401771,3068,6994,175346,322903,0,101644,1001255,29,17362,1010251,247401,1168916,57340,1764,459354,94.6876898,5.312310204,3.497041507,1.815268697,2.638320376,0.261118973,0.738303116,0.854257333,0.180803512,0.041904735,0.11717248,0.000147624,0.013634751,0.037449708,0.00224213,0.005111296,0.128144885,0.293618894,13.99340719,Academic year
202425,National,E92000001,England,,,,,,Primary,16334.90426,3698959.021,1263575548,1277606504,14030956,70752578,50435461,20317117,17066223,1348359082,618959139,629752906,1248712045,14863503,38536955,3492928,1376994,4187,200459,846,447956,4350444,42923,231942,1749821,2416621,280,1213869,10222187,514,177485,7608952,2202720,9825006,680439,16720,4488598,94.75269022,5.247309782,3.740506641,1.506803141,2.85806322,0.259050282,0.564311992,0.728663909,0.163363011,0.050464228,0.102123686,0.000310526,0.014866885,0.033222307,0.003183351,0.017201798,0.12977411,0.322647287,13.50469371,Academic year
202425,Local authority,E92000001,England,E12000001,North East,E06000057,Northumberland,929,Secondary,29.78306878,18241.64021,6074269,6195279,121010,595094,377757,217337,207846,6790373,2899349,2978485,5877834,196435,220858,27699,604,510,129,0,32777,51770,424,419,42567,21036,0,14938,59838,14108,11090,36169,11411,168337,1420,27,21092,91.23621044,8.763789559,5.563125914,3.200663645,3.252516467,0.407915736,0.532651152,2.479053802,0.168046733,0.020911959,0.008894946,0.007510633,0.001899748,0.482698079,0.006244134,0.006170501,0.62687278,0.76240289,22.87958382,Academic year
202425,Local authority,E92000001,England,E12000008,South East,E10000032,West Sussex,938,Secondary,39.42553191,44537.86702,14669853,14989292,319439,1437404,987576,449828,479765,16426696,7023897,7210446,14234343,435510,685817,62246,5918,13003,1659,8,35707,83388,2020,6123,91683,77283,0,31923,148499,47914,13820,48291,44255,351636,5646,40,50130,91.24958543,8.750414569,6.012018485,2.738396084,4.175014866,0.378931953,0.293978777,2.140637411,0.269409016,0.03437088,0.036026721,0.079157732,0.010099414,0.217371771,0.012297056,0.03727469,0.558134149,0.507637081,24.29123182,Academic year
202425,Local authority,E92000001,England,E12000002,North West,E08000004,Oldham,353,Secondary,13.89893617,16993.25532,5635743,5736866,101123,497883,252453,245430,233916,6234749,2652986,2769257,5422243,213500,181087,23110,8858,841,44,0,13482,15312,120,1081,8518,23456,0,7478,50062,17237,2890,39814,20416,183762,1438,15,14188,92.01438582,7.985614176,4.049128521,3.936485655,2.904479394,0.370664481,0.638582243,2.947384089,0.327455043,0.023064281,0.142074685,0.013488915,0.000705722,0.216239659,0.001924697,0.017338308,0.136621378,0.245591282,23.54277063,Academic year
202425,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E06000012,North East Lincolnshire,812,Secondary,9.813829787,8500.515957,2777259,2810455,33196,317072,164903,152169,78842,3127527,1332732,1377986,2710718,66541,110201,11154,488,901,3,6,20048,10295,217,609,10976,3002,0,6839,14898,8431,26,15315,12301,123532,1021,10,9124,89.86189408,10.13810592,5.272632339,4.865473583,3.52358269,0.356639607,0.489684022,3.949830009,0.393313951,0.032645601,0.015603382,0.028808704,9.59224332835496e-05,0.641017647,0.006938389,0.019472254,0.350948209,0.329173817,29.62572483,Academic year
202425,Local authority,E92000001,England,E12000007,London,E09000009,Ealing,307,Secondary,16.84455959,18071.11917,5939381,6033080,93699,520643,325558,195085,180576,6553723,2856643,2921803,5778446,160935,206733,26552,21053,15736,14,0,9069,36799,338,1474,7790,12788,0,13477,52576,13713,1145,18697,19641,144118,12629,17,23473,92.05576739,7.944232614,4.967527618,2.976704997,3.154436036,0.405143763,0.285288225,2.19902489,0.299692251,0.19269963,0.321237257,0.240107798,0.000213619,0.138379361,0.005157374,0.022491033,0.118863736,0.56149764,24.30594044,Academic year
202425,Local authority,E92000001,England,E12000006,East of England,E06000031,Peterborough,874,Secondary,14.93617021,16028.5266,4773326,4848768,75442,446274,287255,159019,177778,5295042,2255801,2355745,4611546,161780,198861,15543,6713,5393,9,0,24017,21087,352,457,14822,14411,0,4590,36846,14592,5003,16399,15998,121673,4949,15,19537,91.57185155,8.428148445,5.424980576,3.003167869,3.755607604,0.293538748,0.309704814,2.29786657,0.302131692,0.093464792,0.126778976,0.101849995,0.00016997,0.45357525,0.006647728,0.008630715,0.279922237,0.398240467,24.81756457,Academic year
202425,Local authority,E92000001,England,E12000002,North West,E06000064,Westmorland and Furness,943,Secondary,19.90425532,11978.12766,3950454,4066181,115727,368014,268829,99185,88863,4434195,1930417,1937396,3867813,82641,197160,25224,1737,3712,58,0,10619,15575,228,889,13627,24590,0,13270,57868,19162,837,19335,6222,70234,3394,20,14045,91.70054542,8.29945458,6.062633691,2.236820889,4.446353848,0.568851843,0.43604307,1.583917712,0.140318592,0.076541514,0.039172837,0.083713053,0.001308016,0.23947977,0.005141858,0.020048735,0.30731621,0.351247521,22.15016798,Academic year
202425,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E06000010,"Kingston upon Hull, City of",810,Secondary,12.89893617,15286.77128,5004285,5099449,95164,503820,220458,283362,231809,5603269,2331806,2450440,4782246,222039,131181,16340,2365,856,30,12,29679,27142,128,884,11841,21513,14,18562,32605,20207,2263,27026,9770,245254,1312,13,16988,91.0084631,8.991536905,3.934453263,5.057083642,2.34115121,0.291615484,0.482325585,4.376980652,0.174362502,0.023414903,0.042207504,0.015276796,0.000535402,0.529672946,0.002284381,0.015776505,0.211323069,0.484395805,26.82422452,Academic year
202425,Local authority,E92000001,England,E12000007,London,E09000002,Barking and Dagenham,301,Secondary,12.91489362,17417.79787,5872560,5953564,81004,435134,260773,174361,153201,6388698,2825568,2906144,5731712,140848,179061,23968,13402,4179,14,26,11156,23697,86,1228,3955,12087,0,12594,43556,10218,2549,19920,12353,139283,2805,13,21347,93.18900346,6.810996544,4.081786305,2.72921024,2.802777655,0.375162514,0.31180062,2.180146878,0.193357082,0.04390566,0.209776703,0.065412389,0.000219137,0.17462087,0.001346127,0.019221444,0.061906197,0.370920648,21.21369026,Academic year
202425,Local authority,E92000001,England,E12000002,North West,E06000007,Warrington,877,Secondary,12.82978723,12948.36702,4305784,4382740,76956,366558,222719,143839,135651,4749298,2056747,2128284,4185031,120753,160253,17649,967,1179,216,0,6824,25521,243,345,9522,11927,0,6891,45206,6286,6646,23476,14898,103777,1688,14,14328,92.28184881,7.718151188,4.689514113,3.028637074,3.374246046,0.371612815,0.494304632,2.185101882,0.313688465,0.035542095,0.020360904,0.024824721,0.004548041,0.143684393,0.005116546,0.007264231,0.200492789,0.537363627,20.54302543,Academic year
202425,Local authority,E92000001,England,E12000008,South East,E06000035,Medway,887,Secondary,19.43617021,18040.95745,6029622,6133500,103878,536400,339258,197142,185809,6669900,2886310,2969577,5855887,173735,214238,24174,1865,15870,59,7,38861,33943,203,1680,8358,20098,0,10877,38514,24801,9588,16679,12074,165042,3347,20,22849,91.95790042,8.042099582,5.086403094,2.955696487,3.212012174,0.362434219,0.250063719,2.474429901,0.181022204,0.050180662,0.027961439,0.237934602,0.000884571,0.582632423,0.003043524,0.025187784,0.125309225,0.508898184,23.9640344,Academic year
202425,Local authority,E92000001,England,E12000004,East Midlands,E06000018,Nottingham,892,Secondary,18.74468085,17722.4734,5814496,5905876,91380,592484,274847,317637,236760,6498360,2740673,2873834,5614507,199989,177770,16635,14499,683,1,0,30010,22549,104,778,11818,25304,0,4787,43233,15398,2658,28175,36771,249742,2949,20,20243,90.88256114,9.117438861,4.229482516,4.887956346,2.735613293,0.255987665,0.433570932,3.843154273,0.565850461,0.045380681,0.223117833,0.010510344,1.53884980210392e-05,0.461808826,0.001600404,0.011972251,0.18186127,0.346995242,26.62344241,Academic year
202425,Local authority,E92000001,England,E12000004,East Midlands,E10000024,Nottinghamshire,891,Secondary,44.62765957,46009.85106,15144551,15400494,255943,1444146,883390,560756,416452,16844640,7314905,7457081,14771986,372565,559537,64772,3724,7001,480,2,76116,102682,1068,2001,66006,73127,2,19161,127777,31066,4810,65658,43887,441951,9260,45,55043,91.42667341,8.573326589,5.244338852,3.328987737,3.321751014,0.384525879,0.389785712,2.623689197,0.260539851,0.054972977,0.022107923,0.041562182,0.002849571,0.451870743,0.006340296,0.01187915,0.391851651,0.609582633,23.42525168,Academic year
202425,Local authority,E92000001,England,E12000009,South West,E06000024,North Somerset,802,Secondary,10.87765957,12158.10106,3926281,4023346,97065,414113,286484,127629,130686,4437459,1883878,1929797,3813675,112606,197361,23750,540,7425,64,0,11436,23442,144,478,21844,14127,0,12526,46116,22930,1366,14026,18080,89306,6217,11,14124,90.66778983,9.332210168,6.456037115,2.876173053,4.447612924,0.535216213,0.316081794,2.012548172,0.407440384,0.140102703,0.012169127,0.16732549,0.001442267,0.257715057,0.0032451,0.010771931,0.492263703,0.528275304,25.82305305,Academic year
202425,Local authority,E92000001,England,E12000006,East of England,E06000056,Central Bedfordshire,823,Secondary,26.90957447,20921.21809,6616776,6738975,122199,546746,403823,142923,182202,7285721,3179324,3270658,6449982,166794,276063,27359,1667,11246,456,0,16530,27785,244,837,41636,16655,0,11178,71482,14105,8779,22105,15408,102390,3020,27,23869,92.49565005,7.504349947,5.54266352,1.961686427,3.789096508,0.37551534,0.303401681,1.405351646,0.211482158,0.041450942,0.022880371,0.15435672,0.006258818,0.226882144,0.003349017,0.011488225,0.571473983,0.381362394,20.65089037,Academic year
202425,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000034,Kirklees,382,Secondary,26.18274112,25469.2335,8556885,8699535,142650,769290,481667,287623,277633,9468825,4078720,4216219,8294939,261946,326063,26960,37273,2525,10,0,30358,33066,515,790,24107,32697,0,9620,69329,25804,5200,32752,15687,235611,3573,27,28240,91.8755495,8.124450499,5.086871919,3.03757858,3.443542361,0.284723817,0.34589297,2.488281281,0.165669975,0.037734355,0.393639126,0.026666455,0.00010561,0.320610002,0.005438901,0.008343168,0.254593363,0.349209115,22.43592022,Academic year
